S12000010,23387,x,14643,15938,17590,21847,28246,31749,34689,x,x
S12000011,19309,x,8566,10898,12656,16425,23569,26636,x,x,x
S12000036,27110,8688,14939,17219,19237,23307,31436,38215,41873,46277,59978
S12000014,25024,8537,12321,15236,17432,21585,30338,35086,36638,40216,x
S12000015,22012,8519,12567,14443,16217,19390,25887,31338,33736,35963,x
S12000049,25970,8998,14455,17160,18903,22162,30394,35553,38439,41866,51330
S12000017,23506,x,11757,14012,15803,19600,27690,31936,33803,36749,x
S12000018,19627,x,10595,12020,13284,17382,24650,31734,x,x,x
S12000019,x,x,x,x,x,x,x,x,x,x,x
S12000020,22345,7202,11309,13331,14637,18027,26311,30967,34254,36480,x
S12000013,23482,x,13170,14356,16787,20632,25810,x,x,x,x
S12000021,24495,8432,13594,14792,16816,20053,26791,29909,32997,35891,x
S12000050,25274,9604,13852,16311,18252,21802,29045,33217,35753,37370,x
S12000023,x,x,x,x,x,x,x,x,x,x,x
S12000024,22884,8646,13199,15728,17313,20343,26476,30903,32850,35691,x
S12000038,23640,8531,13447,15534,17736,20798,27104,31063,33456,36988,x
S12000026,21377,7808,12734,14852,16387,18492,24111,27829,28922,31293,x
S12000027,28840,x,x,x,x,23883,31800,x,x,x,x
S12000028,24751,8180,12529,13334,15779,20927,30285,33857,37211,40211,x
S12000029,23750,7595,12499,14853,17306,20472,28026,32339,35365,37764,45832
S12000030,25493,8432,14496,17042,18761,21875,30490,37671,39785,42162,x
S12000039,24040,x,x,x,x,20271,28620,33260,x,x,x
S12000040,25666,x,15346,17342,19120,22012,29860,33656,35826,39154,x
N92000002,22459,8058,12626,14538,16383,19265,26274,30693,33165,36880,44812
